Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Golden State,42.1%,38.9%,41.5%,42.4%,41.9%,42.1%
2,Boston,39.9%,40.7%,31.4%,38.7%,41.2%,39.9%
3,New York,39.6%,34.4%,31.9%,41.7%,35.3%,39.6%
4,Milwaukee,39.1%,43.8%,36.8%,39.1%,39.1%,39.1%
5,Cleveland,38.9%,35.1%,32.5%,37.3%,41.0%,38.9%
6,Phoenix,38.8%,31.4%,36.8%,37.8%,40.0%,38.8%
7,Brooklyn,37.7%,38.7%,34.5%,36.9%,38.4%,37.7%
8,Charlotte,37.0%,36.3%,33.1%,39.4%,35.1%,37.0%
9,Chicago,36.4%,43.5%,33.6%,35.3%,37.4%,36.4%
10,LA Clippers,35.9%,36.7%,41.6%,38.0%,33.2%,35.9%
11,Washington,35.7%,35.1%,32.7%,33.3%,37.4%,35.7%
12,Philadelphia,35.3%,37.4%,43.9%,34.2%,36.6%,35.3%
13,Utah,35.0%,36.3%,42.9%,38.0%,30.7%,35.0%
14,Memphis,34.9%,33.7%,37.2%,36.2%,33.1%,34.9%
15,Okla City,34.2%,39.2%,47.9%,35.4%,33.4%,34.2%
16,Atlanta,34.2%,40.6%,47.6%,35.1%,33.8%,34.2%
17,Minnesota,34.2%,33.1%,31.9%,31.7%,36.6%,34.2%
18,Portland,33.9%,31.8%,37.8%,32.6%,34.9%,33.9%
19,San Antonio,33.5%,38.2%,37.8%,36.8%,27.0%,33.5%
20,Miami,33.5%,33.4%,29.4%,32.6%,34.4%,33.5%
21,Indiana,31.5%,31.0%,30.3%,32.5%,30.7%,31.5%
22,Houston,31.0%,27.4%,38.5%,31.4%,30.7%,31.0%
23,New Orleans,31.0%,22.8%,18.3%,30.1%,32.0%,31.0%
24,Sacramento,30.9%,30.5%,34.4%,36.9%,26.3%,30.9%
25,Toronto,30.2%,28.3%,30.0%,34.4%,27.6%,30.2%
26,Dallas,30.1%,37.8%,40.7%,30.7%,28.7%,30.1%
27,Denver,29.2%,29.7%,29.5%,28.6%,29.8%,29.2%
28,Orlando,28.9%,31.4%,41.9%,28.3%,29.7%,28.9%
29,Detroit,28.1%,29.9%,25.0%,29.8%,26.0%,28.1%
30,LA Lakers,27.8%,27.1%,23.6%,25.8%,29.3%,27.8%
