Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,46.8%,52.2%,53.7%,49.9%,44.7%,46.8%
2,San Antonio,49.2%,52.1%,58.0%,50.2%,47.5%,49.2%
3,Boston,50.2%,52.5%,61.2%,52.4%,48.0%,50.2%
4,Detroit,50.3%,53.1%,62.8%,52.2%,48.0%,50.3%
5,Cleveland,51.7%,46.0%,51.0%,51.4%,52.1%,51.7%
6,Minnesota,51.7%,49.1%,50.0%,50.8%,52.6%,51.7%
7,Orlando,52.3%,46.9%,41.5%,53.2%,51.3%,52.3%
8,LA Clippers,52.9%,48.6%,45.0%,52.7%,53.2%,52.9%
9,Dallas,53.0%,56.0%,54.7%,52.6%,53.9%,53.0%
10,Houston,53.4%,55.2%,61.7%,54.0%,52.6%,53.4%
11,Miami,53.4%,53.0%,53.2%,52.5%,54.4%,53.4%
12,New York,53.7%,47.5%,46.3%,53.6%,53.9%,53.7%
13,Chicago,53.7%,51.6%,53.2%,55.7%,51.9%,53.7%
14,Denver,54.5%,54.7%,47.4%,53.1%,55.7%,54.5%
15,Philadelphia,54.8%,55.3%,55.4%,53.4%,56.4%,54.8%
16,Atlanta,55.0%,60.6%,60.8%,56.5%,54.0%,55.0%
17,Golden State,55.1%,55.4%,60.5%,52.4%,56.4%,55.1%
18,Washington,55.6%,59.1%,61.8%,55.3%,55.8%,55.6%
19,Charlotte,55.7%,55.7%,63.8%,54.4%,56.8%,55.7%
20,Phoenix,55.7%,61.2%,55.1%,52.9%,59.6%,55.7%
21,Milwaukee,55.7%,59.1%,54.5%,55.5%,56.1%,55.7%
22,Toronto,56.6%,56.3%,60.0%,59.2%,55.1%,56.6%
23,Portland,56.6%,55.9%,57.5%,53.8%,58.8%,56.6%
24,LA Lakers,57.3%,55.2%,74.5%,60.6%,55.1%,57.3%
25,Memphis,57.6%,57.0%,55.3%,56.2%,59.6%,57.6%
26,Utah,58.2%,62.2%,60.9%,55.8%,61.1%,58.2%
27,Brooklyn,58.3%,53.2%,55.4%,63.1%,54.3%,58.3%
28,Indiana,58.9%,58.6%,55.6%,57.4%,60.1%,58.9%
29,Sacramento,62.0%,67.4%,73.3%,60.4%,63.2%,62.0%
30,New Orleans,63.1%,61.6%,58.5%,63.2%,63.1%,63.1%
