Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,42.6%,47.0%,48.1%,43.6%,41.9%,42.6%
2,Miami,43.3%,40.9%,41.1%,41.5%,45.1%,43.3%
3,Boston,43.9%,46.5%,52.4%,45.6%,42.2%,43.9%
4,Detroit,43.9%,44.4%,48.3%,44.8%,42.9%,43.9%
5,Denver,44.9%,45.4%,44.1%,43.1%,46.5%,44.9%
6,San Antonio,45.1%,47.5%,56.3%,45.0%,45.3%,45.1%
7,Dallas,45.5%,45.2%,46.2%,45.3%,46.1%,45.5%
8,Minnesota,45.6%,45.7%,48.1%,45.7%,45.6%,45.6%
9,Houston,45.8%,46.0%,52.6%,46.5%,45.1%,45.8%
10,Cleveland,45.9%,43.2%,42.0%,46.4%,45.3%,45.9%
11,Toronto,46.2%,45.0%,45.3%,47.4%,45.5%,46.2%
12,Atlanta,46.3%,51.7%,52.7%,47.9%,45.4%,46.3%
13,Orlando,46.3%,43.8%,40.4%,45.9%,46.9%,46.3%
14,Phoenix,46.6%,47.0%,45.3%,44.8%,48.9%,46.6%
15,Philadelphia,46.8%,47.5%,48.9%,46.4%,47.2%,46.8%
16,Chicago,46.9%,45.1%,47.0%,48.0%,45.9%,46.9%
17,LA Clippers,47.0%,46.3%,47.9%,47.2%,46.8%,47.0%
18,Milwaukee,47.0%,49.0%,43.3%,47.3%,46.6%,47.0%
19,New York,47.0%,44.1%,41.2%,46.6%,47.7%,47.0%
20,Golden State,47.2%,46.1%,47.7%,43.7%,48.9%,47.2%
21,LA Lakers,47.8%,45.6%,52.2%,48.7%,47.2%,47.8%
22,Indiana,48.2%,47.2%,48.3%,46.7%,49.4%,48.2%
23,Memphis,48.2%,46.8%,46.3%,47.5%,49.1%,48.2%
24,Washington,48.5%,51.6%,57.8%,48.6%,48.4%,48.5%
25,Portland,48.7%,48.0%,48.2%,48.1%,49.2%,48.7%
26,Utah,48.9%,54.5%,61.4%,48.0%,50.2%,48.9%
27,Charlotte,50.1%,51.5%,54.1%,48.1%,51.7%,50.1%
28,New Orleans,50.4%,50.8%,47.6%,50.1%,50.6%,50.4%
29,Brooklyn,50.5%,46.6%,46.7%,52.2%,49.1%,50.5%
30,Sacramento,50.7%,50.4%,50.5%,50.7%,50.8%,50.7%
