Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,LA Lakers,51.1%,53.9%,59.5%,52.4%,50.2%,47.7%
2,Denver,50.8%,51.6%,52.6%,49.8%,51.6%,49.7%
3,Toronto,50.5%,53.7%,57.8%,51.1%,50.2%,45.8%
4,San Antonio,49.9%,51.7%,52.7%,50.0%,49.7%,46.5%
5,Milwaukee,49.5%,43.8%,48.9%,51.9%,46.5%,48.4%
6,Minnesota,49.1%,45.1%,45.3%,48.2%,50.0%,46.7%
7,Atlanta,49.0%,52.5%,56.3%,45.1%,51.4%,47.1%
8,Okla City,48.5%,52.3%,61.4%,48.0%,48.9%,47.5%
9,Houston,48.5%,43.8%,44.1%,47.4%,49.6%,45.4%
10,Miami,48.2%,44.1%,47.0%,47.8%,48.6%,46.5%
11,Detroit,48.1%,51.0%,54.2%,46.7%,49.9%,47.4%
12,Chicago,47.6%,45.5%,41.1%,48.1%,47.2%,46.9%
13,Phoenix,47.5%,48.2%,48.1%,49.7%,44.7%,47.8%
14,Orlando,47.1%,46.7%,47.9%,46.3%,48.2%,44.4%
15,LA Clippers,46.8%,42.4%,40.4%,50.3%,42.9%,48.2%
16,Sacramento,46.6%,45.8%,46.3%,44.9%,48.0%,47.8%
17,Philadelphia,46.4%,45.5%,43.3%,46.9%,45.9%,45.4%
18,Cleveland,46.0%,49.4%,48.3%,46.7%,45.1%,48.8%
19,Washington,45.9%,46.1%,45.3%,43.9%,47.4%,43.9%
20,New York,45.8%,45.4%,44.1%,46.8%,44.0%,48.0%
21,Charlotte,45.6%,40.3%,40.2%,46.5%,44.9%,43.0%
22,Boston,45.2%,46.6%,46.7%,45.8%,44.6%,46.0%
23,Golden State,45.2%,44.1%,48.2%,48.3%,43.7%,44.9%
24,Utah,45.1%,47.9%,48.1%,47.3%,42.3%,45.4%
25,Portland,45.0%,43.8%,47.7%,44.2%,45.7%,45.0%
26,Dallas,44.8%,42.9%,47.6%,45.0%,44.3%,47.9%
27,New Orleans,44.3%,46.5%,46.2%,44.4%,44.2%,45.2%
28,Brooklyn,44.3%,48.6%,52.4%,43.4%,45.1%,43.7%
29,Memphis,43.3%,42.6%,50.5%,44.0%,42.4%,47.7%
30,Indiana,41.1%,45.9%,42.0%,43.4%,39.3%,48.7%
