Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Orlando,23.9,20.3,20.0,23.3,24.6,20.1
2,Portland,23.7,26.0,25.0,24.9,22.8,19.3
3,Dallas,23.6,22.0,20.0,24.8,20.8,18.7
4,LA Lakers,23.5,25.3,30.0,26.2,21.8,19.3
4,Detroit,23.5,23.3,24.0,23.6,23.4,19.1
6,Indiana,23.5,22.7,22.0,23.7,23.3,19.4
7,Cleveland,23.5,20.7,22.0,22.0,25.6,19.2
8,Utah,23.3,22.0,16.0,24.1,22.4,19.3
9,Brooklyn,23.0,24.7,25.0,23.0,23.0,18.9
10,Okla City,22.6,24.3,25.0,22.7,22.5,18.9
11,Houston,22.6,20.0,20.0,23.1,22.0,19.4
12,Minnesota,22.4,25.7,29.0,23.5,21.4,19.4
13,Denver,22.3,21.3,22.0,21.0,23.5,19.4
14,New York,22.2,23.3,26.0,21.8,23.0,19.7
15,San Antonio,22.1,18.7,24.0,21.0,24.2,17.4
16,Philadelphia,22.0,21.3,19.0,22.5,21.4,18.7
17,Charlotte,21.9,19.3,22.0,21.7,22.1,18.1
18,Miami,21.8,21.7,27.0,22.1,21.5,16.8
19,New Orleans,21.7,21.7,19.0,22.8,20.6,17.9
20,Memphis,21.6,22.0,22.0,21.4,21.7,20.1
21,Chicago,20.7,17.3,22.0,21.1,20.4,16.7
22,Toronto,20.5,18.7,22.0,20.0,20.8,18.1
23,Atlanta,20.4,18.3,15.0,21.3,19.8,19.1
24,Phoenix,20.3,18.0,23.0,20.9,19.6,18.4
25,LA Clippers,19.9,19.3,17.0,19.6,20.3,17.8
26,Milwaukee,19.8,17.3,15.0,19.1,20.7,18.9
27,Golden State,19.7,20.7,25.0,19.0,20.0,18.7
28,Sacramento,19.6,16.3,11.0,19.6,19.7,18.4
29,Boston,19.5,19.7,17.0,19.1,19.9,17.8
30,Washington,18.1,17.7,20.0,17.5,18.6,18.2
