Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Charlotte,21.1,16.3,23.0,20.4,21.6,21.4
2,Memphis,22.1,19.0,15.0,23.7,20.1,24.6
3,San Antonio,22.5,14.7,13.0,19.4,28.8,18.5
4,Philadelphia,23.0,21.3,13.0,25.5,20.1,21.2
5,LA Lakers,23.1,20.0,18.0,26.5,20.8,20.7
6,Golden State,23.3,29.0,32.0,19.5,25.2,21.8
7,New York,23.4,25.7,30.0,21.7,26.6,20.5
8,LA Clippers,23.5,23.7,24.0,25.0,21.7,20.9
9,Okla City,23.6,20.7,24.0,25.9,22.1,23.8
10,Houston,23.9,31.0,27.0,24.0,23.9,21.3
11,New Orleans,24.1,27.7,28.0,23.0,25.1,21.9
12,Denver,24.7,23.3,20.0,24.1,25.1,20.9
13,Atlanta,24.9,24.3,30.0,25.0,24.9,22.7
14,Sacramento,25.1,22.3,26.0,26.1,24.2,22.5
15,Orlando,25.3,25.3,19.0,23.8,27.1,23.6
16,Brooklyn,25.4,20.7,14.0,27.1,23.9,23.6
16,Utah,25.4,32.3,25.0,26.9,23.7,22.6
18,Miami,25.6,24.0,28.0,24.5,26.6,18.0
19,Phoenix,25.8,25.7,33.0,25.9,25.6,21.8
20,Cleveland,26.4,22.7,26.0,27.8,24.4,20.9
21,Chicago,26.9,33.7,44.0,27.1,26.6,21.5
22,Minnesota,27.0,24.0,29.0,25.9,28.1,20.8
23,Dallas,27.2,30.3,31.0,26.9,28.0,20.9
24,Toronto,27.7,24.0,24.0,25.7,28.9,25.2
25,Boston,27.8,26.0,21.0,27.3,28.4,18.3
26,Portland,28.0,22.0,30.0,25.3,30.1,22.5
27,Milwaukee,28.5,26.7,26.0,25.9,31.9,20.3
28,Washington,29.2,35.3,39.0,31.8,27.4,23.7
29,Detroit,29.8,25.0,15.0,30.3,29.3,24.2
30,Indiana,31.2,26.3,27.0,30.6,31.7,23.6
