Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Okla City,26.1,27.0,24.0,26.1,26.0,27.6
2,Philadelphia,26.2,26.7,37.0,23.8,29.0,28.5
3,Toronto,26.6,27.7,27.0,26.7,26.6,28.1
4,Detroit,26.7,25.3,24.0,26.6,26.9,28.7
5,Orlando,26.8,25.3,25.0,25.8,28.1,26.4
6,LA Clippers,27.1,26.0,31.0,30.0,23.9,26.7
7,Boston,27.2,30.3,40.0,24.4,30.0,26.8
8,Minnesota,27.3,23.3,30.0,26.5,28.0,27.0
9,Houston,27.3,22.3,21.0,27.4,27.1,27.4
10,Charlotte,27.8,28.7,32.0,26.6,28.9,29.2
11,Atlanta,28.1,38.3,46.0,26.2,29.2,31.0
12,Phoenix,28.1,28.7,25.0,27.1,29.4,27.7
13,Golden State,28.4,27.0,30.0,27.8,28.7,27.0
14,LA Lakers,28.6,26.0,35.0,28.5,28.7,28.0
15,Dallas,29.1,28.0,29.0,27.7,32.4,28.9
16,Chicago,29.1,33.0,34.0,29.0,29.1,30.6
17,Memphis,29.2,25.7,25.0,29.3,29.0,29.3
18,New Orleans,29.3,26.7,24.0,27.1,31.5,29.6
19,Indiana,29.6,28.7,29.0,27.7,31.1,28.0
20,San Antonio,29.7,28.0,26.0,28.1,32.8,28.7
21,New York,29.9,29.3,25.0,29.1,31.4,27.4
22,Cleveland,29.9,24.0,24.0,29.5,30.6,27.4
23,Denver,30.1,32.7,37.0,28.3,31.6,29.8
24,Portland,30.5,35.7,44.0,28.3,32.2,26.9
25,Utah,30.6,38.0,37.0,33.8,27.0,29.2
26,Miami,30.8,25.3,20.0,30.0,31.5,27.1
27,Sacramento,30.9,34.0,40.0,30.6,31.1,29.0
28,Milwaukee,31.4,30.0,22.0,31.6,31.3,28.4
29,Brooklyn,32.4,27.7,25.0,32.1,32.6,28.3
30,Washington,32.5,32.7,26.0,32.2,32.7,29.9
